business_id,name,full_address,city,state,stars,categories
idpRaOujsEvnI-LzDSKa6g,Brass Armadillo Antique Mall,"13277 W McDowell Rd
Goodyear, AZ 85395",Goodyear,AZ,4.5,"['Shopping', 'Antiques']"
vusJ2oza6-jzhzBTeae-OQ,Brake Masters,"2344 E Baseline Rd
Mesa, AZ 85204",Mesa,AZ,4.0,"['Auto Repair', 'Automotive', 'Oil Change Stations']"
jvvh4Q00Hq2XyIcfmAAT2A,Five Guys Burger and Fries,"7014-590 E Camelback Rd
Scottsdale, AZ 85251",Scottsdale,AZ,3.5,"['Burgers', 'Restaurants']"
BF0XhsT8mEv6gpxru_8Syg,Fry's & Fry's Marketplace,"4315 W Bell Road
Glendale, AZ 85308",Glendale,AZ,4.5,"['Food', 'Grocery']"
RtwOc-n_RkiUuDGaNfCsNw,Forefathers Gourmet Cheesesteaks & Fries,"8707 S Priest Dr
Ste 101
Tempe, AZ 85284",Tempe,AZ,4.0,"['Cheesesteaks', 'Sandwiches', 'Restaurants']"
xWcTt1L4vQC_QkPfPBVlCw,Red Modern Furniture,"201 E Camelback Rd
Phoenix, AZ 85012",Phoenix,AZ,3.5,"['Shopping', 'Home Services', 'Home & Garden', 'Lighting Fixtures & Equipment', 'Furniture Stores', 'Home Decor']"
ldsiFlvSxBhuZHZxvzWPYw,Loi Phat Oriental Food Grocery Store,"1702 W Camelback Rd
Phoenix, AZ 85015",Phoenix,AZ,4.0,"['Food', 'Grocery']"
dLBqf9QayF9eSUzz6BvmSQ,My Sister's Attic,"2027 E Camelback Rd
Phoenix, AZ 85016",Phoenix,AZ,3.0,"['Used, Vintage & Consignment', 'Fashion', 'Shopping', 'Home & Garden', 'Furniture Stores']"
LSxO2ko3_5KODWKZLEm8FQ,Tri-City East Veterinary Hospital,"4331 E Broadway Road
Mesa, AZ 85206",Mesa,AZ,3.0,"['Veterinarians', 'Pets']"
Y1eMoHPnhwoOcYsKxGl74g,Loehmann's Inc,"3135 E Lincoln Dr
Phoenix, AZ 85016",Phoenix,AZ,4.5,"[""Women's Clothing"", 'Fashion', 'Shopping', 'Accessories']"
0YCV8260mMgN0PxuzAtO3g,Subway,"144 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,2.5,"['Fast Food', 'Sandwiches', 'Restaurants']"
Wc4-mBb_8CTF5KoU8Fariw,CrossFit Infernal,"2301 E Yeager Dr
Ste 3
Chandler, AZ 85286",Chandler,AZ,5.0,"['Gyms', 'Weight Loss Centers', 'Health & Medical', 'Trainers', 'Fitness & Instruction', 'Active Life']"
p4O4b0oZiV5oDhIDrCrgcg,Churchill's Fine Cigars,"4705 E Carefree Hwy
Ste 116
Cave Creek, AZ 85331",Cave Creek,AZ,4.5,"['Tobacco Shops', 'Shopping']"
rksEr9GshBvBkV4vAQbruQ,Fry's Food & Drug Stores & Fry's Marketplace,"855 W Warner Rd
Gilbert, AZ 85233",Gilbert,AZ,3.5,"['Food', 'Grocery']"
NtizlEdtnJX0tteMdZ-6tw,Blimpie Subs & Salads,"4267 W Thunderbird Road
Phoenix, AZ 85053",Phoenix,AZ,3.0,['Restaurants']
z1CjVXv6M6RbWhZO1lIExA,Lighting Unlimited,"15816 N Greenway Hayden Loop
Ste 100
Scottsdale, AZ 85260",Scottsdale,AZ,3.5,"['Local Services', 'Discount Store', 'Shopping', 'Appliances & Repair', 'Office Equipment']"
HLQUH1VAw4KbSV-IhxOPEw,"The Ritz-Carlton, Phoenix","2401 East Camelback Road
Phoenix, AZ 85016",Phoenix,AZ,4.0,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']"
WNy1uzcmm_UHmTyR--o5IA,Cornish Pasty Company,"960 W University Dr
Tempe, AZ 85281",Tempe,AZ,4.5,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']"
A0-0oO2I-L4QF9BMi9duuw,All Patio Doors & More,"Phoenix, AZ 85034",Phoenix,AZ,5.0,"['Home Services', 'Contractors']"
woihBX8gAaEDL4nWtao9dg,Chuck E Cheese,"6773 W Bell Road
Glendale, AZ 85308",Glendale,AZ,2.0,"['Arts & Entertainment', 'Pizza', 'Arcades', 'Restaurants']"
aK8BF1xuYZVzUgi3qAn3Ug,Smiles of Beauty-Surprise,"15033 W Bell Road
Surprise, AZ 85374",Surprise,AZ,2.0,"['Health & Medical', 'Dentists']"
jl_2Ui3vC81bIwOCCQZI1w,Blockbuster Video,"3141 S McClintock Dr Ste 1
Tempe, AZ 85282",Tempe,AZ,2.5,"['Videos & Video Game Rental', 'Books, Mags, Music & Video', 'Shopping']"
ejx-rekLkZ2RkNgSejf0pA,Bank of America,"605 E Bell Road
Phoenix, AZ 85022",Phoenix,AZ,2.5,"['Banks & Credit Unions', 'Financial Services', 'Mortgage Brokers', 'Home Services', 'Real Estate']"
aX2Js7hZBhBAzc8LeRs55w,Big O Tire Stores,"6195 W Bell Road
Glendale, AZ 85308",Glendale,AZ,4.0,"['Tires', 'Automotive']"
5Rtgv0oDqmKkIayIrjEjqg,Sports Authority,"7360 W Bell Rd
Glendale, AZ 85308",Glendale,AZ,4.0,"['Sporting Goods', 'Shopping']"
Xk41spRMMo2C7Nn8YQIL0g,Arizona Federal Credit Union,"3396 N Hayden
Scottsdale, AZ 85251",Scottsdale,AZ,2.5,"['Banks & Credit Unions', 'Financial Services']"
0BpMvu5B9fY-KEbOuxLtFQ,Kampai,"2945 E Bell Rd
Ste 102
Phoenix, AZ 85032",Phoenix,AZ,3.5,"['Japanese', 'Restaurants']"
bIOEv4Gc49SiFhYedmN7aA,Target,"21398 S Ellsworth Rd
Queen Creek, AZ 85242",Queen Creek,AZ,4.0,"['Food', 'Department Stores', 'Grocery', 'Fashion', 'Shopping']"
Q7Yo02l--O9KMWYYNukY0w,Dillon Precision Products,"8009 E Dillons Way
Scottsdale, AZ 85260",Scottsdale,AZ,5.0,[]
jqZKv-7F54guDLalXEjHxg,Five Guys Burgers and Fries,"15435 N Scottsdale Rd
Ste 100
Scottsdale, AZ 85260",Scottsdale,AZ,3.5,"['Burgers', 'Restaurants']"
dzSPa5kkpQIRjMOHvDUF_Q,Paradise Bakery & Cafe,"2370 W Happy Valley Rd
Phoenix, AZ 85085",Phoenix,AZ,3.5,"['Bakeries', 'Food', 'Sandwiches', 'Restaurants']"
SJMjlvbGDUGO9Elpkl4kew,TJ Maxx,"15464 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85260",Scottsdale,AZ,2.0,"['Department Stores', 'Fashion', 'Shopping']"
oD3K3aT52uNdLaYmGnRV8A,Papago Dog Park,"1000 N. College Ave.
Tempe, AZ 85281",Tempe,AZ,2.5,"['Active Life', 'Dog Parks', 'Parks']"
rftGOyvbSAMOBTJWGhTLgA,Ellaments Salon & Boutique,"5030 W Baseline Rd
Ste 133
Laveen, AZ 85339",Laveen,AZ,4.0,"['Hair Salons', 'Beauty & Spas']"
kIco4kv-FHT6QqdkDQ2cow,Sonic Drive-In,"2870 N Hayden Rd
Scottsdale, AZ 85257",Scottsdale,AZ,3.5,"['American (Traditional)', 'Fast Food', 'Restaurants']"
YXQzFolTvipDSpTlUTd6Eg,Guns Etc,"2156 N Alma School Rd
Ste 112
Chandler, AZ 85224",Chandler,AZ,2.5,"['Shopping', 'Guns & Ammo']"
2qbajPD8M7PJlWWaHSRR5Q,Draft House On The Reef,"393 W Warner Rd
Chandler, AZ 85225",Chandler,AZ,3.5,"['Dive Bars', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
j559p_Yelp12W2W_gTvDaA,Arizona State Capitol,"1700 W Washington St
Phoenix, AZ 85007",Phoenix,AZ,2.5,"['Landmarks & Historical Buildings', 'Public Services & Government']"
tieXOBZlj01Hk_CR_sl0pg,Fry's Supermarket,"3616 E Ray Rd
Phoenix, AZ 85044",Phoenix,AZ,3.5,"['Food', 'Grocery']"
_0Eql3UB3K5-6q4IHNBbWA,K-Bella Salon & Spa,"1339 E Chandler Blvd
Phoenix, AZ 85048",Phoenix,AZ,4.0,"['Skin Care', 'Hair Salons', 'Hair Removal', 'Beauty & Spas']"
I98ESrTemwkaVIrN_USx4A,Healthy Outlook Family Medicine,"1835 W Missouri Ave
Phoenix, AZ 85015",Phoenix,AZ,4.5,"['Doctors', 'Health & Medical', 'Family Practice']"
1XiG4o4edRcoBcIrP209yg,Old World Brewery,"334 N 25th Ave
Phoenix, AZ 85009",Phoenix,AZ,3.5,"['Food', 'Breweries']"
AoO0FJyUm01lmIJJTcPWEQ,Giant Hamburgers,"2753 E Broadway
Ste 104
Mesa, AZ 85204",Mesa,AZ,4.0,"['Burgers', 'Restaurants']"
2k1I66IxKL9vJnRQhXWkDQ,Hacker Accounting,"13201 N 35th Ave
Ste 3B
Phoenix, AZ 85029",Phoenix,AZ,5.0,"['Accountants', 'Professional Services']"
LNUx60j6DQAxJuikUiZNvw,The Coffee Bean & Tea Leaf,"4513 N Scottsdale Rd
Scottsdale, AZ 85251",Scottsdale,AZ,3.5,"['Food', 'Coffee & Tea']"
xKXahNKbBUZtOPWibwq94w,AZ Wine Company,"2515 N Scottsdale Rd
Scottsdale, AZ 85250",Scottsdale,AZ,4.0,"['Food', 'Wine Bars', 'Bars', 'Nightlife', 'Beer, Wine & Spirits']"
1Nge1ObX93-y1AoXONt34A,Costco Wholesale,"1445 W Elliot Rd
Tempe, AZ 85284",Tempe,AZ,5.0,"['Tires', 'Automotive', 'Auto Repair']"
BmElzV6FNKvt2R7rI_gfvQ,Goodwill Industries of AZ,"8921 N 7th St
Phoenix, AZ 85020",Phoenix,AZ,3.5,"['Used, Vintage & Consignment', 'Fashion', 'Shopping']"
9W5zaqA_fdjTk127fioY0A,Bed Bath & Beyond,"837 N Dobson Rd
Mesa, AZ 85201",Mesa,AZ,4.0,"['Department Stores', 'Fashion', 'Shopping', 'Home Decor', 'Home & Garden', 'Kitchen & Bath']"
eK6KGMKqU_4nB9RdayZD7Q,Tee Pee Tap Room,"602 E Lincoln St
Phoenix, AZ 85004",Phoenix,AZ,3.0,"['Mexican', 'Restaurants']"
umdxfhSlk67yGEi8-S-bEg,Cold Beers & Cheeseburgers,"20831 N Scottsdale Rd
Ste 117
Scottsdale, AZ 85255",Scottsdale,AZ,3.0,"['Burgers', 'American (Traditional)', 'Restaurants']"
aIpqc26pFPyEglBrs0k7EA,Sprint,"2502 E Camelback Road
Phoenix, AZ 85016",Phoenix,AZ,3.0,"['Shopping', 'Mobile Phones']"
mG5WTamjKzje897WkCXiTA,Paperjoy,"4410 N 40th St
Phoenix, AZ 85018",Phoenix,AZ,4.0,"['Cards & Stationery', 'Arts & Crafts', 'Flowers & Gifts', 'Shopping', 'Event Planning & Services']"
k_yGJN2ynaUkzLTEzBWyLA,EuroTechs,"1803 E Rio Salado Pkwy
Ste 104
Tempe, AZ 85281",Tempe,AZ,5.0,"['Auto Repair', 'Automotive']"
ixxKknYQAGGpCE1LhmFg3A,Boot Barn,"1710 S Alma School Rd
Mesa, AZ 85210",Mesa,AZ,5.0,"[""Women's Clothing"", ""Men's Clothing"", 'Fashion', 'Shopping', 'Shoe Stores']"
5hGkW5VddU07sI8DPfi-Bw,Desert Oasis Floral,"13220 W Van Buren St Ste 108
Suite 108
Goodyear, AZ 85338",Goodyear,AZ,2.5,"['Flowers & Gifts', 'Shopping', 'Florists']"
imSAkSzL5X1rUc3Z1ZMYeA,Community Florist,"550 W McDowell Rd
Phoenix, AZ 85003",Phoenix,AZ,4.5,"['Flowers & Gifts', 'Shopping', 'Florists']"
YowLDN2YEKVJpHv0Loqm5A,Jody Maroni's Sausage Kingdom,"Sky Harbor Airport - Terminal 4
3400 Sky Harbor Blvd
Phoenix, AZ 85034",Phoenix,AZ,2.5,"['Hot Dogs', 'Restaurants']"
l7WFICL6sLarCOHc0YFODQ,Baby Mother & More,"1235 S Gilbert Rd
Ste 8
Mesa, AZ 85204",Mesa,AZ,5.0,"['Shopping', 'Baby Gear & Furniture']"
HQFscafV3wi5z4yOKdUGRg,5th Avenue Cafe,"501 W Thomas Rd
Phoenix, AZ 85013",Phoenix,AZ,3.5,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
JW1M3UOIopAA4C2y0Xt0wQ,Bonnie's Barkery,"29455 N Cave Creek Rd
Ste 108
Cave Creek, AZ 85331",Cave Creek,AZ,4.0,"['Pets', 'Pet Stores']"
46Pklsv4V2dku7yY5rvhIw,"David T Madder, DMD","1757 E Baseline Rd
Ste 129
Gilbert, AZ 85233",Gilbert,AZ,4.5,"['Health & Medical', 'Dentists', 'General Dentistry']"
-sC66z4SO3tR7nFCjfQwuQ,Gallo Blanco Cafe,"401 W Clarendon Ave
Phoenix, AZ 85013",Phoenix,AZ,4.0,"['Mexican', 'Restaurants']"
hBodj_f6adUAnEVUb_he_A,Turk's Fish and Chips,"6607 S Central Ave
Phoenix, AZ 85042",Phoenix,AZ,2.5,"['American (Traditional)', 'Restaurants']"
fc7HNDbFpDlDWCGMh-c8lw,Banfield Pet Hospital,"13764 W. Bell Road
Surprise, AZ 85374",Surprise,AZ,2.0,"['Veterinarians', 'Pets']"
1J1iid_qU__8_CxiS2Zw4Q,Souper Salad,"1457 W Southern Ave
Mesa, AZ 85202",Mesa,AZ,3.0,"['Buffets', 'Restaurants']"
Si4xIYKj7cbBou6Vkk0JJg,Danny's Barber Shop,"2637 W Bethany Home Rd
Phoenix, AZ 85073",Phoenix,AZ,3.5,"['Barbers', 'Beauty & Spas']"
OiQd6wkxOFx9k_EmRaJYTA,Au Reve,"625 W Deer Valley Rd
Ste 105
Phoenix, AZ 85027",Phoenix,AZ,4.5,"['Hair Salons', 'Beauty & Spas']"
6ZYt8IChJmH3Ra5IqnlivA,Port of Subs,"1342 W Warner Rd
Tempe, AZ 85281",Tempe,AZ,2.5,"['Sandwiches', 'Restaurants']"
bFm1ZmXPg0CVsc97sej_tQ,FedEx Office Print & Ship Center,"4940 E Ray Rd
Phoenix, AZ 85044",Phoenix,AZ,3.0,"['Local Services', 'Shipping Centers', 'Printing Services']"
y8a480EiwWikqlR1inkGxg,Sushi Time,"5136 S Rural Rd
Tempe, AZ 85282",Tempe,AZ,3.5,"['Sushi Bars', 'Restaurants']"
JuQncODLNOhfSaa-5okpQQ,Jack's Automotive Service,"2623 E McDowell Rd
Phoenix, AZ 85008",Phoenix,AZ,4.5,"['Auto Repair', 'Automotive', 'Tires']"
qgVS6sBe7JNEI8otg0Y3dg,Ub's Restaurant & Bar,"1911 W Broadway Rd
Ste 1
Mesa, AZ 85202",Mesa,AZ,3.5,"['American (Traditional)', 'Restaurants']"
2jCyo55dFgGzYpoIX8TwgA,Starbucks Coffee,"15029 N Thompson Peak Pkwy
Ste B111
Scottsdale, AZ 85260",Scottsdale,AZ,4.0,"['Food', 'Coffee & Tea']"
hyff2JyqQgf85MaJZslHCg,Z'Tejas Southwestern Grill,"20 W 6th St
Tempe, AZ 85281",Tempe,AZ,3.5,"['Tex-Mex', 'Restaurants']"
3g2ofV7mhEoPyfF7vFMObA,Mulligan's,"7318 E Stetson Dr
Scottsdale, AZ 85251",Scottsdale,AZ,3.0,"['Pubs', 'Bars', 'Sports Bars', 'Nightlife']"
pXE8u5EBP_v1HbPnr0U6xQ,Altered Tails,"950 W Hatcher Rd
Phoenix, AZ 85021",Phoenix,AZ,4.0,"['Pet Services', 'Veterinarians', 'Pets']"
Sy-hmzSH1OmWpHmAfZtxRA,Trader Joe's,"4821 N 20th St
Phoenix, AZ 85016",Phoenix,AZ,4.5,"['Food', 'Beer, Wine & Spirits', 'Grocery']"
5BPuQsM1_CwVu7KiqIjyGA,The Home Depot,"650 N 54th St
#0476
Chandler, AZ 85226",Chandler,AZ,3.0,"['Building Supplies', 'Home Services']"
YPaxaQz2f5fyDYPnf5vlew,Southwest Naturopathic Medical Center,"2164 E Broadway Rd
Tempe, AZ 85282",Tempe,AZ,3.5,"['Doctors', 'Health & Medical', 'Naturopathic/Holistic']"
9OjaTv86bO-YITbGhEq2XQ,Sky Nails & Spa,"2055 N Alma School Rd
Ste 16B
Chandler, AZ 85224",Chandler,AZ,4.5,"['Eyelash Service', 'Nail Salons', 'Beauty & Spas']"
p2FoMPsKYDVkDrNv4mEESA,Family Vetcare of Chandler,"5995 W. Chandler Blvd.
Chandler, AZ 85226",Chandler,AZ,5.0,"['Veterinarians', 'Pets']"
qBc36uFI7orWS8NpYZCv_w,Matta's Grill and Cantina,"1033 N Dobson Rd
Suite 101
Mesa, AZ 85201",Mesa,AZ,3.5,"['Mexican', 'Restaurants']"
-NGrzJp0dX5pK3qdGSaspw,Cool Cuts 4 Kids,"756 S Gilbert Rd
Gilbert, AZ 85296",Gilbert,AZ,4.5,"['Hair Salons', 'Beauty & Spas']"
OhCRdO-4v4zV90TMbR7Qfw,Koko FitClub of McCormick Ranch,"8240 N Hayden Rd
Ste B-100
Scottsdale, AZ 85258",Scottsdale,AZ,5.0,"['Active Life', 'Gyms', 'Trainers', 'Fitness & Instruction']"
gKxOZvQTTd5hpFa3r5igGQ,New Valley Church,"15220 S 50th St
Ste 101
Phoenix, AZ 85044",Phoenix,AZ,5.0,"['Churches', 'Religious Organizations']"
7IBQ6DomcORtlwCO1QNxBA,Anytime Fitness,"2310 W. Happy Valley Rd
Suite 1019
Phoenix, AZ 85085",Phoenix,AZ,4.5,"['Active Life', 'Gyms', 'Trainers', 'Fitness & Instruction']"
NbjyUsShOLe1rA-nnin-bA,A & B Photos,"1232 W Galveston St
Chandler, AZ 85224",Chandler,AZ,5.0,"['Photographers', 'Event Planning & Services']"
ehy9Vy1BKc9shO74chuUAQ,Asiana Market,"4410 W Union Hills Dr
Glendale, AZ 85308",Glendale,AZ,3.0,"['Health Markets', 'Food', 'Grocery', 'Ethnic Food', 'Specialty Food']"
6lcay-E_ssmzpGanKbColg,Zaytoon Kabob Bistro,"4811 N 16th St
Ste 104
Phoenix, AZ 85016",Phoenix,AZ,3.0,"['Mediterranean', 'Restaurants']"
9kue6njdYLYAr-ve65L0NA,Hampton Inn,"10101 N. Scottsdale Road
Scottsdale, AZ 85253",Scottsdale,AZ,2.5,"['Hotels & Travel', 'Event Planning & Services', 'Venues & Event Spaces', 'Hotels']"
sH17KGxbMVrlr66n92Qh8g,Del Taco,"16649 N Tatum Blvd
Phoenix, AZ 85032",Phoenix,AZ,3.0,"['Fast Food', 'Mexican', 'Restaurants']"
FURgKkRFtMK5yKbjYZVVwA,Windsor,"5223 N Central Ave
Phoenix, AZ 85012",Phoenix,AZ,4.0,"['American (New)', 'Restaurants']"
IRy9-pB3mQ4V7RYWsKrJfQ,Cow Dreamz Photography,"4340 E Indian School Rd
Suite 21-565
Phoenix, AZ 85018",Phoenix,AZ,5.0,"['Pet Services', 'Photographers', 'Event Planning & Services', 'Pets']"
